Country of birth of person,Years spent in Australia,Age group,Sex,Long-term health condition (LTHC),Number of people reporting LTHC(s),Population,Age-specific percentage of population reporting LTHC(s),Language used at home,Proficiency in spoken English,Region_class,Subregion_class
"Caribbean, nfd",Not specified,00–44,Persons,Diabetes,97.0,4626.0,2.096843926,"Creole, nfd",Very well or well,Americas,Caribbean
"Caribbean, nfd",Not specified,45–64,Persons,Diabetes,233.0,1618.0,14.40049444,"Creole, nfd",Very well or well,Americas,Caribbean
"Caribbean, nfd",Not specified,65 and over,Persons,Diabetes,226.0,788.0,28.68020305,"Creole, nfd",Very well or well,Americas,Caribbean
"Caribbean, nfd",Not specified,65 and over,Persons,Diabetes,47.0,140.0,33.57142857,"Creole, nfd",Not well or Not at all,Americas,Caribbean
Haiti,Not specified,00–44,Persons,Diabetes,31.0,1567.0,1.978302489,"French Creole, nfd",Very well or well,Americas,Caribbean
Haiti,Not specified,45–64,Persons,Diabetes,90.0,729.0,12.34567901,"French Creole, nfd",Very well or well,Americas,Caribbean
Haiti,Not specified,65 and over,Persons,Diabetes,131.0,495.0,26.46464646,"French Creole, nfd",Very well or well,Americas,Caribbean
"Oceania and Antarctica, nfd",Not specified,00–44,Persons,Diabetes,23.0,1614.0,1.425030979,"Pidgin, nfd",Very well or well,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,45–64,Persons,Diabetes,49.0,511.0,9.589041096,"Pidgin, nfd",Very well or well,Oceania and Antarctica,Oceania (nfd)
"Sub-Saharan Africa, nfd",Not specified,00–44,Persons,Diabetes,12.0,878.0,1.366742597,"African Languages, nfd",Very well or well,Sub-Saharan Africa,Sub-Saharan Africa (nfd)
"Sub-Saharan Africa, nfd",Not specified,45–64,Persons,Diabetes,28.0,315.0,8.888888889,"African Languages, nfd",Very well or well,Sub-Saharan Africa,Sub-Saharan Africa (nfd)
Ghana,Not specified,00–44,Persons,Diabetes,22.0,2755.0,0.798548094,Akan,Very well or well,Sub-Saharan Africa,Central and West Africa
Ghana,Not specified,45–64,Persons,Diabetes,88.0,828.0,10.62801932,Akan,Very well or well,Sub-Saharan Africa,Central and West Africa
Ghana,Not specified,65 and over,Persons,Diabetes,33.0,134.0,24.62686567,Akan,Very well or well,Sub-Saharan Africa,Central and West Africa
Mauritius,Not specified,00–44,Persons,Diabetes,14.0,1127.0,1.242236025,Mauritian Creole,Very well or well,Sub-Saharan Africa,Southern and East Africa
Mauritius,Not specified,45–64,Persons,Diabetes,57.0,406.0,14.03940887,Mauritian Creole,Very well or well,Sub-Saharan Africa,Southern and East Africa
Mauritius,Not specified,65 and over,Persons,Diabetes,60.0,233.0,25.75107296,Mauritian Creole,Very well or well,Sub-Saharan Africa,Southern and East Africa
Ethiopia,Not specified,00–44,Persons,Diabetes,10.0,526.0,1.901140684,Oromo,Not well or Not at all,Sub-Saharan Africa,Southern and East Africa
Ethiopia,Not specified,45–64,Persons,Diabetes,27.0,146.0,18.49315068,Oromo,Not well or Not at all,Sub-Saharan Africa,Southern and East Africa
Zimbabwe,Not specified,00–44,Persons,Diabetes,136.0,10206.0,1.332549481,Shona,Very well or well,Sub-Saharan Africa,Southern and East Africa
Zimbabwe,Not specified,45–64,Persons,Diabetes,265.0,2838.0,9.337561663,Shona,Very well or well,Sub-Saharan Africa,Southern and East Africa
Zimbabwe,Not specified,65 and over,Persons,Diabetes,34.0,117.0,29.05982906,Shona,Very well or well,Sub-Saharan Africa,Southern and East Africa
Somalia,Not specified,00–44,Persons,Diabetes,161.0,10431.0,1.543476177,Somali,Very well or well,Sub-Saharan Africa,Southern and East Africa
Somalia,Not specified,45–64,Persons,Diabetes,250.0,1774.0,14.09244645,Somali,Very well or well,Sub-Saharan Africa,Southern and East Africa
Somalia,Not specified,65 and over,Persons,Diabetes,39.0,145.0,26.89655172,Somali,Very well or well,Sub-Saharan Africa,Southern and East Africa
Somalia,Not specified,00–44,Persons,Diabetes,21.0,1172.0,1.791808874,Somali,Not well or Not at all,Sub-Saharan Africa,Southern and East Africa
Somalia,Not specified,45–64,Persons,Diabetes,107.0,598.0,17.89297659,Somali,Not well or Not at all,Sub-Saharan Africa,Southern and East Africa
Somalia,Not specified,65 and over,Persons,Diabetes,65.0,252.0,25.79365079,Somali,Not well or Not at all,Sub-Saharan Africa,Southern and East Africa
Tanzania,Not specified,00–44,Persons,Diabetes,97.0,12943.0,0.749439852,Swahili,Very well or well,Sub-Saharan Africa,Southern and East Africa
Tanzania,Not specified,45–64,Persons,Diabetes,107.0,1699.0,6.297822248,Swahili,Very well or well,Sub-Saharan Africa,Southern and East Africa
Tanzania,Not specified,65 and over,Persons,Diabetes,27.0,133.0,20.30075188,Swahili,Very well or well,Sub-Saharan Africa,Southern and East Africa
Tanzania,Not specified,00–44,Persons,Diabetes,19.0,1659.0,1.145268234,Swahili,Not well or Not at all,Sub-Saharan Africa,Southern and East Africa
Tanzania,Not specified,45–64,Persons,Diabetes,54.0,400.0,13.5,Swahili,Not well or Not at all,Sub-Saharan Africa,Southern and East Africa
Ethiopia,Not specified,00–44,Persons,Diabetes,56.0,4968.0,1.127214171,Amharic,Very well or well,Sub-Saharan Africa,Southern and East Africa
Ethiopia,Not specified,45–64,Persons,Diabetes,232.0,1960.0,11.83673469,Amharic,Very well or well,Sub-Saharan Africa,Southern and East Africa
Sierra Leone,Not specified,00–44,Persons,Diabetes,22.0,1627.0,1.35218193,Krio,Very well or well,Sub-Saharan Africa,Central and West Africa
Sierra Leone,Not specified,45–64,Persons,Diabetes,43.0,385.0,11.16883117,Krio,Very well or well,Sub-Saharan Africa,Central and West Africa
Eritrea,Not specified,00–44,Persons,Diabetes,43.0,3770.0,1.140583554,Tigrinya,Very well or well,Sub-Saharan Africa,Southern and East Africa
Eritrea,Not specified,45–64,Persons,Diabetes,138.0,1103.0,12.51133273,Tigrinya,Very well or well,Sub-Saharan Africa,Southern and East Africa
Eritrea,Not specified,65 and over,Persons,Diabetes,50.0,135.0,37.03703704,Tigrinya,Not well or Not at all,Sub-Saharan Africa,Southern and East Africa
Burundi,Not specified,00–44,Persons,Diabetes,20.0,388.0,5.154639175,Kirundi (Rundi),Not well or Not at all,Sub-Saharan Africa,Southern and East Africa
Burundi,Not specified,45–64,Persons,Diabetes,50.0,228.0,21.92982456,Kirundi (Rundi),Not well or Not at all,Sub-Saharan Africa,Southern and East Africa
"Sub-Saharan Africa, nfd",Not specified,00–44,Persons,Diabetes,17.0,1731.0,0.982091277,"African Languages, nec",Very well or well,Sub-Saharan Africa,Sub-Saharan Africa (nfd)
"Sub-Saharan Africa, nfd",Not specified,45–64,Persons,Diabetes,70.0,572.0,12.23776224,"African Languages, nec",Very well or well,Sub-Saharan Africa,Sub-Saharan Africa (nfd)
Fiji,Not specified,00–44,Persons,Diabetes,84.0,5521.0,1.521463503,Fijian,Very well or well,Oceania and Antarctica,Polynesia
Fiji,Not specified,45–64,Persons,Diabetes,386.0,3066.0,12.58969341,Fijian,Very well or well,Oceania and Antarctica,Polynesia
Fiji,Not specified,65 and over,Persons,Diabetes,266.0,1043.0,25.5033557,Fijian,Very well or well,Oceania and Antarctica,Polynesia
Cook Islands,Not specified,00–44,Persons,Diabetes,81.0,2564.0,3.159126365,Maori (Cook Island),Very well or well,Oceania and Antarctica,Polynesia
Cook Islands,Not specified,45–64,Persons,Diabetes,357.0,1767.0,20.20373514,Maori (Cook Island),Very well or well,Oceania and Antarctica,Polynesia
Cook Islands,Not specified,65 and over,Persons,Diabetes,123.0,373.0,32.97587131,Maori (Cook Island),Very well or well,Oceania and Antarctica,Polynesia
New Zealand,Not specified,00–44,Persons,Diabetes,164.0,9547.0,1.717817115,Maori (New Zealand),Very well or well,Oceania and Antarctica,New Zealand
New Zealand,Not specified,45–64,Persons,Diabetes,393.0,3318.0,11.84448463,Maori (New Zealand),Very well or well,Oceania and Antarctica,New Zealand
New Zealand,Not specified,65 and over,Persons,Diabetes,147.0,628.0,23.40764331,Maori (New Zealand),Very well or well,Oceania and Antarctica,New Zealand
Niue,Not specified,00–44,Persons,Diabetes,11.0,387.0,2.842377261,Niue,Very well or well,Oceania and Antarctica,Polynesia
Niue,Not specified,45–64,Persons,Diabetes,61.0,320.0,19.0625,Niue,Very well or well,Oceania and Antarctica,Polynesia
Samoa,Not specified,00–44,Persons,Diabetes,841.0,29867.0,2.815816788,Samoan,Very well or well,Oceania and Antarctica,Polynesia
Samoa,Not specified,45–64,Persons,Diabetes,2071.0,10110.0,20.48466864,Samoan,Very well or well,Oceania and Antarctica,Polynesia
Samoa,Not specified,65 and over,Persons,Diabetes,883.0,2514.0,35.12330947,Samoan,Very well or well,Oceania and Antarctica,Polynesia
Samoa,Not specified,00–44,Persons,Diabetes,26.0,1908.0,1.362683438,Samoan,Not well or Not at all,Oceania and Antarctica,Polynesia
Samoa,Not specified,45–64,Persons,Diabetes,405.0,1366.0,29.64860908,Samoan,Not well or Not at all,Oceania and Antarctica,Polynesia
Samoa,Not specified,65 and over,Persons,Diabetes,421.0,1002.0,42.01596806,Samoan,Not well or Not at all,Oceania and Antarctica,Polynesia
Tonga,Not specified,00–44,Persons,Diabetes,342.0,12383.0,2.761850925,Tongan,Very well or well,Oceania and Antarctica,Polynesia
Tonga,Not specified,45–64,Persons,Diabetes,904.0,4116.0,21.96307094,Tongan,Very well or well,Oceania and Antarctica,Polynesia
Tonga,Not specified,65 and over,Persons,Diabetes,445.0,1135.0,39.20704846,Tongan,Very well or well,Oceania and Antarctica,Polynesia
Tonga,Not specified,00–44,Persons,Diabetes,16.0,1118.0,1.431127013,Tongan,Not well or Not at all,Oceania and Antarctica,Polynesia
Tonga,Not specified,45–64,Persons,Diabetes,201.0,567.0,35.44973545,Tongan,Not well or Not at all,Oceania and Antarctica,Polynesia
Tonga,Not specified,65 and over,Persons,Diabetes,224.0,509.0,44.00785855,Tongan,Not well or Not at all,Oceania and Antarctica,Polynesia
Tokelau,Not specified,00–44,Persons,Diabetes,24.0,487.0,4.928131417,Tokelauan,Very well or well,Oceania and Antarctica,Polynesia
Tokelau,Not specified,45–64,Persons,Diabetes,50.0,203.0,24.63054187,Tokelauan,Very well or well,Oceania and Antarctica,Polynesia
Pitcairn Islands,Not specified,65 and over,Persons,Diabetes,18.0,168.0,10.71428571,Norf'k-Pitcairn,Very well or well,Oceania and Antarctica,Polynesia
Papua New Guinea,Not specified,00–44,Persons,Diabetes,33.0,2250.0,1.466666667,Tok Pisin (Neomelanesian),Very well or well,Oceania and Antarctica,Melanesia
Papua New Guinea,Not specified,45–64,Persons,Diabetes,105.0,827.0,12.69649335,Tok Pisin (Neomelanesian),Very well or well,Oceania and Antarctica,Melanesia
Papua New Guinea,Not specified,65 and over,Persons,Diabetes,65.0,282.0,23.04964539,Tok Pisin (Neomelanesian),Very well or well,Oceania and Antarctica,Melanesia
"Americas, nfd",Not specified,65 and over,Persons,Diabetes,22.0,116.0,18.96551724,"Sign Languages, nfd",Very well or well,Americas,Americas (nfd)
"Oceania and Antarctica, nfd",Not specified,00–44,Persons,Diabetes,124.0,7983.0,1.553300764,Auslan,Very well or well,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,00–44,Male,Diabetes,32.0,3163.0,1.011697755,Auslan,Very well or well,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,00–44,Female,Diabetes,92.0,4820.0,1.908713693,Auslan,Very well or well,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,45–64,Persons,Diabetes,260.0,2736.0,9.502923977,Auslan,Very well or well,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,45–64,Male,Diabetes,106.0,990.0,10.70707071,Auslan,Very well or well,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,45–64,Female,Diabetes,154.0,1746.0,8.820160367,Auslan,Very well or well,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,65 and over,Persons,Diabetes,113.0,709.0,15.93794076,Auslan,Very well or well,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,65 and over,Male,Diabetes,57.0,289.0,19.72318339,Auslan,Very well or well,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,65 and over,Female,Diabetes,56.0,420.0,13.33333333,Auslan,Very well or well,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,00–44,Persons,Diabetes,36.0,2254.0,1.597160603,Auslan,Not well or Not at all,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,00–44,Male,Diabetes,19.0,1246.0,1.524879615,Auslan,Not well or Not at all,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,00–44,Female,Diabetes,17.0,1008.0,1.686507937,Auslan,Not well or Not at all,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,45–64,Persons,Diabetes,117.0,968.0,12.08677686,Auslan,Not well or Not at all,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,45–64,Male,Diabetes,61.0,483.0,12.62939959,Auslan,Not well or Not at all,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,45–64,Female,Diabetes,56.0,485.0,11.54639175,Auslan,Not well or Not at all,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,65 and over,Persons,Diabetes,89.0,498.0,17.87148594,Auslan,Not well or Not at all,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,65 and over,Male,Diabetes,51.0,280.0,18.21428571,Auslan,Not well or Not at all,Oceania and Antarctica,Oceania (nfd)
"Oceania and Antarctica, nfd",Not specified,65 and over,Female,Diabetes,38.0,218.0,17.43119266,Auslan,Not well or Not at all,Oceania and Antarctica,Oceania (nfd)
Scotland,Not specified,65 and over,Persons,Heart disease,29.0,158.0,18.35443038,Gaelic (Scotland),Very well or well,North-West Europe,United Kingdom
Ireland,Not specified,65 and over,Persons,Heart disease,18.0,158.0,11.39240506,Irish,Very well or well,North-West Europe,Ireland
Wales,Not specified,65 and over,Persons,Heart disease,71.0,316.0,22.46835443,Welsh,Very well or well,North-West Europe,United Kingdom
Germany,Not specified,00–44,Persons,Heart disease,112.0,31095.0,0.360186525,German,Very well or well,North-West Europe,Western Europe
Germany,Not specified,45–64,Persons,Heart disease,494.0,16529.0,2.988686551,German,Very well or well,North-West Europe,Western Europe
Germany,Not specified,65 and over,Persons,Heart disease,3253.0,18093.0,17.97932902,German,Very well or well,North-West Europe,Western Europe
"Eastern Europe, nfd",Not specified,65 and over,Persons,Heart disease,97.0,460.0,21.08695652,Yiddish,Very well or well,Southern and Eastern Europe,Eastern Europe
Netherlands,Not specified,00–44,Persons,Heart disease,49.0,10302.0,0.475635799,Dutch,Very well or well,North-West Europe,Western Europe
Netherlands,Not specified,45–64,Persons,Heart disease,254.0,6780.0,3.746312684,Dutch,Very well or well,North-West Europe,Western Europe
Netherlands,Not specified,65 and over,Persons,Heart disease,1779.0,9197.0,19.34326411,Dutch,Very well or well,North-West Europe,Western Europe
South Africa,Not specified,00–44,Persons,Heart disease,112.0,26988.0,0.414999259,Afrikaans,Very well or well,Sub-Saharan Africa,Southern and East Africa
South Africa,Not specified,45–64,Persons,Heart disease,592.0,17225.0,3.436865022,Afrikaans,Very well or well,Sub-Saharan Africa,Southern and East Africa
South Africa,Not specified,65 and over,Persons,Heart disease,465.0,3158.0,14.72450918,Afrikaans,Very well or well,Sub-Saharan Africa,Southern and East Africa
Denmark,Not specified,65 and over,Persons,Heart disease,154.0,1082.0,14.23290203,Danish,Very well or well,North-West Europe,Northern Europe
Norway,Not specified,65 and over,Persons,Heart disease,36.0,222.0,16.21621622,Norwegian,Very well or well,North-West Europe,Northern Europe
Sweden,Not specified,00–44,Persons,Heart disease,23.0,6246.0,0.368235671,Swedish,Very well or well,North-West Europe,Northern Europe
Sweden,Not specified,45–64,Persons,Heart disease,46.0,2003.0,2.296555167,Swedish,Very well or well,North-West Europe,Northern Europe
Sweden,Not specified,65 and over,Persons,Heart disease,98.0,832.0,11.77884615,Swedish,Very well or well,North-West Europe,Northern Europe
Finland,Not specified,65 and over,Persons,Heart disease,262.0,1440.0,18.19444444,Finnish,Very well or well,North-West Europe,Northern Europe
France,Not specified,00–44,Persons,Heart disease,116.0,41702.0,0.278164117,French,Very well or well,North-West Europe,Western Europe
France,Not specified,45–64,Persons,Heart disease,406.0,14216.0,2.855936972,French,Very well or well,North-West Europe,Western Europe
France,Not specified,65 and over,Persons,Heart disease,1292.0,9736.0,13.27033689,French,Very well or well,North-West Europe,Western Europe
France,Not specified,65 and over,Persons,Heart disease,105.0,530.0,19.81132075,French,Not well or Not at all,North-West Europe,Western Europe
Greece,Not specified,00–44,Persons,Heart disease,278.0,72771.0,0.38202031,Greek,Very well or well,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,00–44,Male,Heart disease,165.0,36340.0,0.454045129,Greek,Very well or well,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,00–44,Female,Heart disease,113.0,36431.0,0.3101754,Greek,Very well or well,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,45–64,Persons,Heart disease,2683.0,68729.0,3.903737869,Greek,Very well or well,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,45–64,Male,Heart disease,1987.0,33563.0,5.920209755,Greek,Very well or well,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,45–64,Female,Heart disease,696.0,35166.0,1.97918444,Greek,Very well or well,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,65 and over,Persons,Heart disease,7122.0,45148.0,15.77478515,Greek,Very well or well,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,65 and over,Male,Heart disease,4477.0,21303.0,21.01581937,Greek,Very well or well,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,65 and over,Female,Heart disease,2645.0,23845.0,11.09247222,Greek,Very well or well,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,00–44,Persons,Heart disease,30.0,3887.0,0.771803447,Greek,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,00–44,Male,Heart disease,14.0,2110.0,0.663507109,Greek,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,00–44,Female,Heart disease,16.0,1777.0,0.900393922,Greek,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,45–64,Persons,Heart disease,154.0,2200.0,7.0,Greek,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,45–64,Male,Heart disease,116.0,1228.0,9.446254072,Greek,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,45–64,Female,Heart disease,38.0,972.0,3.909465021,Greek,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,65 and over,Persons,Heart disease,5115.0,27887.0,18.34187973,Greek,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,65 and over,Male,Heart disease,2494.0,10309.0,24.1924532,Greek,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Greece,Not specified,65 and over,Female,Heart disease,2621.0,17578.0,14.91068381,Greek,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Portugal,Not specified,00–44,Persons,Heart disease,124.0,44938.0,0.275935734,Portuguese,Very well or well,Southern and Eastern Europe,Southern Europe
Portugal,Not specified,45–64,Persons,Heart disease,238.0,9688.0,2.456647399,Portuguese,Very well or well,Southern and Eastern Europe,Southern Europe
Portugal,Not specified,65 and over,Persons,Heart disease,427.0,3888.0,10.98251029,Portuguese,Very well or well,Southern and Eastern Europe,Southern Europe
Portugal,Not specified,65 and over,Persons,Heart disease,347.0,2419.0,14.34477057,Portuguese,Not well or Not at all,Southern and Eastern Europe,Southern Europe
Spain,Not specified,00–44,Persons,Heart disease,239.0,100009.0,0.238978492,Spanish,Very well or well,Southern and Eastern Europe,Southern Europe
Spain,Not specified,45–64,Persons,Heart disease,789.0,31897.0,2.473586858,Spanish,Very well or well,Southern and Eastern Europe,Southern Europe
Spain,Not specified,65 and over,Persons,Heart disease,1919.0,17012.0,11.28027275,Spanish,Very well or well,Southern and Eastern Europe,Southern Europe
Spain,Not specified,00–44,Persons,Heart disease,17.0,6525.0,0.260536398,Spanish,Not well or Not at all,Southern and Eastern Europe,Southern Europe
Spain,Not specified,45–64,Persons,Heart disease,86.0,2385.0,3.605870021,Spanish,Not well or Not at all,Southern and Eastern Europe,Southern Europe
Spain,Not specified,65 and over,Persons,Heart disease,1184.0,7568.0,15.6448203,Spanish,Not well or Not at all,Southern and Eastern Europe,Southern Europe
Italy,Not specified,00–44,Persons,Heart disease,261.0,56566.0,0.461407913,Italian,Very well or well,Southern and Eastern Europe,Southern Europe
Italy,Not specified,45–64,Persons,Heart disease,2687.0,62944.0,4.26887392,Italian,Very well or well,Southern and Eastern Europe,Southern Europe
Italy,Not specified,65 and over,Persons,Heart disease,11849.0,71126.0,16.65916824,Italian,Very well or well,Southern and Eastern Europe,Southern Europe
Italy,Not specified,00–44,Persons,Heart disease,20.0,2755.0,0.725952813,Italian,Not well or Not at all,Southern and Eastern Europe,Southern Europe
Italy,Not specified,45–64,Persons,Heart disease,92.0,1506.0,6.108897742,Italian,Not well or Not at all,Southern and Eastern Europe,Southern Europe
Italy,Not specified,65 and over,Persons,Heart disease,4946.0,22156.0,22.3235241,Italian,Not well or Not at all,Southern and Eastern Europe,Southern Europe
Malta,Not specified,00–44,Persons,Heart disease,29.0,4512.0,0.642730496,Maltese,Very well or well,Southern and Eastern Europe,Southern Europe
Malta,Not specified,45–64,Persons,Heart disease,272.0,6083.0,4.471477889,Maltese,Very well or well,Southern and Eastern Europe,Southern Europe
Malta,Not specified,65 and over,Persons,Heart disease,2208.0,12880.0,17.14285714,Maltese,Very well or well,Southern and Eastern Europe,Southern Europe
Latvia,Not specified,65 and over,Persons,Heart disease,186.0,941.0,19.76620616,Latvian,Very well or well,Southern and Eastern Europe,Eastern Europe
Lithuania,Not specified,65 and over,Persons,Heart disease,103.0,415.0,24.81927711,Lithuanian,Very well or well,Southern and Eastern Europe,Eastern Europe
Hungary,Not specified,00–44,Persons,Heart disease,24.0,5726.0,0.419140761,Hungarian,Very well or well,Southern and Eastern Europe,Eastern Europe
Hungary,Not specified,45–64,Persons,Heart disease,152.0,4142.0,3.669724771,Hungarian,Very well or well,Southern and Eastern Europe,Eastern Europe
Hungary,Not specified,65 and over,Persons,Heart disease,904.0,5226.0,17.29812476,Hungarian,Very well or well,Southern and Eastern Europe,Eastern Europe
Hungary,Not specified,65 and over,Persons,Heart disease,225.0,960.0,23.4375,Hungarian,Not well or Not at all,Southern and Eastern Europe,Eastern Europe
Russian Federation,Not specified,00–44,Persons,Heart disease,107.0,28326.0,0.377744828,Russian,Very well or well,Southern and Eastern Europe,Eastern Europe
Russian Federation,Not specified,45–64,Persons,Heart disease,382.0,12306.0,3.104176824,Russian,Very well or well,Southern and Eastern Europe,Eastern Europe
Russian Federation,Not specified,65 and over,Persons,Heart disease,1000.0,5684.0,17.59324419,Russian,Very well or well,Southern and Eastern Europe,Eastern Europe
Russian Federation,Not specified,65 and over,Persons,Heart disease,912.0,3920.0,23.26530612,Russian,Not well or Not at all,Southern and Eastern Europe,Eastern Europe
Ukraine,Not specified,00–44,Persons,Heart disease,18.0,2654.0,0.678221552,Ukrainian,Very well or well,Southern and Eastern Europe,Eastern Europe
Ukraine,Not specified,45–64,Persons,Heart disease,38.0,1430.0,2.657342657,Ukrainian,Very well or well,Southern and Eastern Europe,Eastern Europe
Ukraine,Not specified,65 and over,Persons,Heart disease,323.0,1716.0,18.82284382,Ukrainian,Very well or well,Southern and Eastern Europe,Eastern Europe
Bosnia and Herzegovina,Not specified,00–44,Persons,Heart disease,33.0,8323.0,0.39649165,Bosnian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Bosnia and Herzegovina,Not specified,45–64,Persons,Heart disease,208.0,4263.0,4.879193057,Bosnian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Bosnia and Herzegovina,Not specified,65 and over,Persons,Heart disease,192.0,1250.0,15.36,Bosnian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Bosnia and Herzegovina,Not specified,65 and over,Persons,Heart disease,309.0,1379.0,22.4075417,Bosnian,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Bulgaria,Not specified,65 and over,Persons,Heart disease,26.0,305.0,8.524590164,Bulgarian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Croatia,Not specified,00–44,Persons,Heart disease,58.0,16147.0,0.359199851,Croatian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Croatia,Not specified,45–64,Persons,Heart disease,519.0,14335.0,3.620509243,Croatian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Croatia,Not specified,65 and over,Persons,Heart disease,2272.0,15026.0,15.12045787,Croatian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Croatia,Not specified,65 and over,Persons,Heart disease,1076.0,5270.0,20.41745731,Croatian,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
North Macedonia,Not specified,00–44,Persons,Heart disease,89.0,26206.0,0.339616882,Macedonian,Very well or well,Southern and Eastern Europe,South Eastern Europe
North Macedonia,Not specified,45–64,Persons,Heart disease,622.0,16883.0,3.684179352,Macedonian,Very well or well,Southern and Eastern Europe,South Eastern Europe
North Macedonia,Not specified,65 and over,Persons,Heart disease,1407.0,10849.0,12.96893723,Macedonian,Very well or well,Southern and Eastern Europe,South Eastern Europe
North Macedonia,Not specified,65 and over,Persons,Heart disease,1165.0,7519.0,15.49408166,Macedonian,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Serbia,Not specified,00–44,Persons,Heart disease,68.0,25235.0,0.26946701,Serbian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Serbia,Not specified,45–64,Persons,Heart disease,483.0,13736.0,3.516307513,Serbian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Serbia,Not specified,65 and over,Persons,Heart disease,1063.0,7484.0,14.20363442,Serbian,Very well or well,Southern and Eastern Europe,South Eastern Europe
Serbia,Not specified,65 and over,Persons,Heart disease,971.0,5255.0,18.47764034,Serbian,Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Slovenia,Not specified,65 and over,Persons,Heart disease,308.0,1512.0,20.37037037,Slovene,Very well or well,Southern and Eastern Europe,South Eastern Europe
"South Eastern Europe, nfd",Not specified,65 and over,Persons,Heart disease,184.0,1104.0,16.66666667,"Serbo-Croatian/Yugoslavian, so described",Very well or well,Southern and Eastern Europe,South Eastern Europe
"South Eastern Europe, nfd",Not specified,65 and over,Persons,Heart disease,87.0,401.0,21.6957606,"Serbo-Croatian/Yugoslavian, so described",Not well or Not at all,Southern and Eastern Europe,South Eastern Europe
Czechia,Not specified,00–44,Persons,Heart disease,18.0,3814.0,0.471945464,Czech,Very well or well,Southern and Eastern Europe,Eastern Europe
Czechia,Not specified,45–64,Persons,Heart disease,30.0,1536.0,1.953125,Czech,Very well or well,Southern and Eastern Europe,Eastern Europe
Czechia,Not specified,65 and over,Persons,Heart disease,296.0,1827.0,16.2014231,Czech,Very well or well,Southern and Eastern Europe,Eastern Europe
Poland,Not specified,00–44,Persons,Heart disease,61.0,17174.0,0.355188075,Polish,Very well or well,Southern and Eastern Europe,Eastern Europe
Poland,Not specified,45–64,Persons,Heart disease,415.0,10585.0,3.920642419,Polish,Very well or well,Southern and Eastern Europe,Eastern Europe
