Country of birth of person,Years spent in Australia,Age group,Sex,Long-term health condition (LTHC),Number of people reporting LTHC(s),Population,Age-specific percentage of population reporting LTHC(s),Language used at home,Proficiency in spoken English,Region_class,Subregion_class
Malaysia,0–10 years,00–44,Female,Heart disease,36.0,24424.0,0.14739600393056,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,0–10 years,45–64,Persons,Heart disease,128.0,7787.0,1.64376524977526,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,0–10 years,45–64,Male,Heart disease,97.0,3534.0,2.74476513865308,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,0–10 years,45–64,Female,Heart disease,31.0,4253.0,0.7288972490007,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,0–10 years,65 and over,Persons,Heart disease,202.0,1938.0,10.423116615067,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,0–10 years,65 and over,Male,Heart disease,131.0,836.0,15.6698564593301,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,0–10 years,65 and over,Female,Heart disease,71.0,1102.0,6.44283121597096,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,More than 10 years,00–44,Persons,Heart disease,157.0,38596.0,0.40677790444605,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,More than 10 years,00–44,Male,Heart disease,100.0,18359.0,0.54469197668718,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,More than 10 years,00–44,Female,Heart disease,57.0,20237.0,0.28166230172456,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,More than 10 years,45–64,Persons,Heart disease,1193.0,36380.0,3.27927432655305,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,More than 10 years,45–64,Male,Heart disease,851.0,15712.0,5.41624236252545,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,More than 10 years,45–64,Female,Heart disease,342.0,20668.0,1.65473195277724,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,More than 10 years,65 and over,Persons,Heart disease,3036.0,26076.0,11.6428900138058,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,More than 10 years,65 and over,Male,Heart disease,1989.0,11538.0,17.2386895475819,Malay,Not specified,South-East Asia,Maritime South-East Asia
Malaysia,More than 10 years,65 and over,Female,Heart disease,1047.0,14538.0,7.20181593066446,Malay,Not specified,South-East Asia,Maritime South-East Asia
Philippines,0–10 years,00–44,Persons,Heart disease,337.0,102801.0,0.32781782278382,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,0–10 years,00–44,Male,Heart disease,176.0,41790.0,0.4211533859775,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,0–10 years,00–44,Female,Heart disease,161.0,61011.0,0.26388684007801,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,0–10 years,45–64,Persons,Heart disease,342.0,16746.0,2.04227875313507,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,0–10 years,45–64,Male,Heart disease,192.0,6100.0,3.14754098360655,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,0–10 years,45–64,Female,Heart disease,150.0,10646.0,1.40897989855344,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,0–10 years,65 and over,Persons,Heart disease,185.0,2185.0,8.46681922196796,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,0–10 years,65 and over,Male,Heart disease,66.0,570.0,11.578947368421,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,0–10 years,65 and over,Female,Heart disease,119.0,1615.0,7.36842105263158,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,More than 10 years,00–44,Persons,Heart disease,439.0,62817.0,0.69885540538389,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,More than 10 years,00–44,Male,Heart disease,238.0,28159.0,0.84520046876664,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,More than 10 years,00–44,Female,Heart disease,201.0,34658.0,0.57995268047781,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,More than 10 years,45–64,Persons,Heart disease,2577.0,69110.0,3.72883808421357,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,More than 10 years,45–64,Male,Heart disease,1374.0,24376.0,5.63669182802756,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,More than 10 years,45–64,Female,Heart disease,1203.0,44734.0,2.68922966870836,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,More than 10 years,65 and over,Persons,Heart disease,3162.0,27130.0,11.6549944710652,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,More than 10 years,65 and over,Male,Heart disease,1333.0,7366.0,18.0966603312517,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Philippines,More than 10 years,65 and over,Female,Heart disease,1829.0,19764.0,9.254199554746,Bisaya,Not specified,South-East Asia,Maritime South-East Asia
Singapore,0–10 years,00–44,Persons,Heart disease,34.0,16091.0,0.21129824125287,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,0–10 years,00–44,Male,Heart disease,23.0,7510.0,0.30625832223701,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,0–10 years,00–44,Female,Heart disease,11.0,8581.0,0.12819018762382,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,0–10 years,45–64,Persons,Heart disease,49.0,2009.0,2.4390243902439,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,0–10 years,45–64,Male,Heart disease,37.0,876.0,4.22374429223744,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,0–10 years,45–64,Female,Heart disease,12.0,1133.0,1.05913503971756,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,0–10 years,65 and over,Persons,Heart disease,48.0,453.0,10.5960264900662,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,0–10 years,65 and over,Male,Heart disease,30.0,172.0,17.4418604651162,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,0–10 years,65 and over,Female,Heart disease,18.0,281.0,6.40569395017793,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,More than 10 years,00–44,Persons,Heart disease,72.0,17050.0,0.42228739002932,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,More than 10 years,00–44,Male,Heart disease,45.0,8079.0,0.55699962866691,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,More than 10 years,00–44,Female,Heart disease,27.0,8971.0,0.30096979155055,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,More than 10 years,45–64,Persons,Heart disease,551.0,14949.0,3.68586527526924,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,More than 10 years,45–64,Male,Heart disease,391.0,6513.0,6.00337785966528,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,More than 10 years,45–64,Female,Heart disease,160.0,8436.0,1.89663347558084,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,More than 10 years,65 and over,Persons,Heart disease,1072.0,8489.0,12.6281069619507,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,More than 10 years,65 and over,Male,Heart disease,683.0,3633.0,18.7998898981557,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Singapore,More than 10 years,65 and over,Female,Heart disease,389.0,4856.0,8.01070840197693,Mandarin,Not specified,South-East Asia,Maritime South-East Asia
Timor-Leste,More than 10 years,65 and over,Persons,Heart disease,237.0,2161.0,10.9671448403516,Tetum,Not specified,South-East Asia,Maritime South-East Asia
China (excludes SARs and Taiwan),0–10 years,00–44,Persons,Heart disease,215.0,178469.0,0.12046910107637,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),0–10 years,00–44,Male,Heart disease,108.0,79755.0,0.13541470754184,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),0–10 years,00–44,Female,Heart disease,107.0,98714.0,0.10839394614745,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),0–10 years,45–64,Persons,Heart disease,769.0,42160.0,1.82400379506641,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),0–10 years,45–64,Male,Heart disease,372.0,15263.0,2.43726659241302,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),0–10 years,45–64,Female,Heart disease,397.0,26897.0,1.47600104100829,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),0–10 years,65 and over,Persons,Heart disease,2212.0,22671.0,9.75695822857395,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),0–10 years,65 and over,Male,Heart disease,1132.0,10404.0,10.8804306036139,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),0–10 years,65 and over,Female,Heart disease,1080.0,12267.0,8.80410858400587,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),More than 10 years,00–44,Persons,Heart disease,319.0,135315.0,0.23574622177881,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),More than 10 years,00–44,Male,Heart disease,183.0,60042.0,0.30478664934545,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),More than 10 years,00–44,Female,Heart disease,136.0,75273.0,0.1806756738804,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),More than 10 years,45–64,Persons,Heart disease,1930.0,102764.0,1.87808960336304,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),More than 10 years,45–64,Male,Heart disease,1150.0,43141.0,2.66567766162119,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),More than 10 years,45–64,Female,Heart disease,780.0,59623.0,1.30821998222162,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),More than 10 years,65 and over,Persons,Heart disease,6199.0,49653.0,12.484643425372,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),More than 10 years,65 and over,Male,Heart disease,3221.0,22794.0,14.1309116434149,Uygur,Not specified,North-East Asia,Chinese Asia
China (excludes SARs and Taiwan),More than 10 years,65 and over,Female,Heart disease,2978.0,26859.0,11.0875311813544,Uygur,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),0–10 years,00–44,Persons,Heart disease,36.0,23329.0,0.15431437266921,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),0–10 years,00–44,Male,Heart disease,11.0,10995.0,0.100045475216,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),0–10 years,00–44,Female,Heart disease,25.0,12334.0,0.20269174639208,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),0–10 years,45–64,Persons,Heart disease,46.0,2688.0,1.71130952380952,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),0–10 years,45–64,Male,Heart disease,33.0,1053.0,3.13390313390313,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),0–10 years,45–64,Female,Heart disease,13.0,1635.0,0.79510703363914,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),0–10 years,65 and over,Persons,Heart disease,43.0,641.0,6.70826833073323,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),0–10 years,65 and over,Male,Heart disease,26.0,331.0,7.85498489425982,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),0–10 years,65 and over,Female,Heart disease,17.0,310.0,5.48387096774193,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),More than 10 years,00–44,Persons,Heart disease,117.0,27882.0,0.41962556488056,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),More than 10 years,00–44,Male,Heart disease,73.0,13990.0,0.5218012866333,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),More than 10 years,00–44,Female,Heart disease,44.0,13892.0,0.31672905269219,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),More than 10 years,45–64,Persons,Heart disease,714.0,26087.0,2.73699543834093,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),More than 10 years,45–64,Male,Heart disease,489.0,11614.0,4.21043568107456,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),More than 10 years,45–64,Female,Heart disease,225.0,14473.0,1.55461894562288,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),More than 10 years,65 and over,Persons,Heart disease,1466.0,16211.0,9.04324224292147,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),More than 10 years,65 and over,Male,Heart disease,928.0,7677.0,12.0880552299075,Cantonese,Not specified,North-East Asia,Chinese Asia
Hong Kong (SAR of China),More than 10 years,65 and over,Female,Heart disease,538.0,8534.0,6.30419498476681,Cantonese,Not specified,North-East Asia,Chinese Asia
Macau (SAR of China),More than 10 years,65 and over,Persons,Heart disease,78.0,703.0,11.0953058321479,Cantonese,Not specified,North-East Asia,Chinese Asia
Taiwan,0–10 years,00–44,Persons,Heart disease,57.0,21367.0,0.26676650910282,Min Nan,Not specified,North-East Asia,Chinese Asia
Taiwan,0–10 years,45–64,Persons,Heart disease,15.0,1154.0,1.29982668977469,Min Nan,Not specified,North-East Asia,Chinese Asia
Taiwan,0–10 years,65 and over,Persons,Heart disease,31.0,304.0,10.1973684210526,Min Nan,Not specified,North-East Asia,Chinese Asia
Taiwan,More than 10 years,00–44,Persons,Heart disease,54.0,13599.0,0.39708802117802,Min Nan,Not specified,North-East Asia,Chinese Asia
Taiwan,More than 10 years,45–64,Persons,Heart disease,154.0,7358.0,2.09296004349007,Min Nan,Not specified,North-East Asia,Chinese Asia
Taiwan,More than 10 years,65 and over,Persons,Heart disease,326.0,4014.0,8.12157448928749,Min Nan,Not specified,North-East Asia,Chinese Asia
Japan,0–10 years,00–44,Persons,Heart disease,22.0,13723.0,0.16031479997085,Japanese,Not specified,North-East Asia,Japan and the Koreas
Japan,0–10 years,45–64,Persons,Heart disease,10.0,1907.0,0.52438384897745,Japanese,Not specified,North-East Asia,Japan and the Koreas
Japan,0–10 years,65 and over,Persons,Heart disease,11.0,187.0,5.88235294117647,Japanese,Not specified,North-East Asia,Japan and the Koreas
Japan,More than 10 years,00–44,Persons,Heart disease,21.0,11367.0,0.18474531538664,Japanese,Not specified,North-East Asia,Japan and the Koreas
Japan,More than 10 years,45–64,Persons,Heart disease,117.0,12843.0,0.91100210231254,Japanese,Not specified,North-East Asia,Japan and the Koreas
Japan,More than 10 years,65 and over,Persons,Heart disease,234.0,3397.0,6.88843096850162,Japanese,Not specified,North-East Asia,Japan and the Koreas
"Korea, Republic of (South)",0–10 years,00–44,Persons,Heart disease,31.0,29623.0,0.10464841508287,Korean,Not specified,North-East Asia,Japan and the Koreas
"Korea, Republic of (South)",0–10 years,45–64,Persons,Heart disease,36.0,4355.0,0.82663605051664,Korean,Not specified,North-East Asia,Japan and the Koreas
"Korea, Republic of (South)",0–10 years,65 and over,Persons,Heart disease,33.0,678.0,4.86725663716814,Korean,Not specified,North-East Asia,Japan and the Koreas
"Korea, Republic of (South)",More than 10 years,00–44,Persons,Heart disease,77.0,33666.0,0.22871740034456,Korean,Not specified,North-East Asia,Japan and the Koreas
"Korea, Republic of (South)",More than 10 years,45–64,Persons,Heart disease,319.0,23135.0,1.37886319429435,Korean,Not specified,North-East Asia,Japan and the Koreas
"Korea, Republic of (South)",More than 10 years,65 and over,Persons,Heart disease,568.0,6924.0,8.20335066435586,Korean,Not specified,North-East Asia,Japan and the Koreas
Bangladesh,0–10 years,00–44,Persons,Heart disease,60.0,21221.0,0.28273879647518,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,0–10 years,00–44,Male,Heart disease,39.0,10120.0,0.38537549407114,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,0–10 years,00–44,Female,Heart disease,21.0,11101.0,0.18917214665345,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,0–10 years,45–64,Persons,Heart disease,66.0,1521.0,4.33925049309664,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,0–10 years,45–64,Male,Heart disease,44.0,816.0,5.39215686274509,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,0–10 years,45–64,Female,Heart disease,22.0,705.0,3.12056737588652,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,0–10 years,65 and over,Persons,Heart disease,88.0,516.0,17.0542635658914,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,0–10 years,65 and over,Male,Heart disease,62.0,254.0,24.4094488188976,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,0–10 years,65 and over,Female,Heart disease,26.0,262.0,9.9236641221374,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,More than 10 years,00–44,Persons,Heart disease,160.0,16845.0,0.94983674680914,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,More than 10 years,00–44,Male,Heart disease,113.0,9489.0,1.1908525661292,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,More than 10 years,00–44,Female,Heart disease,47.0,7356.0,0.63893420337139,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,More than 10 years,45–64,Persons,Heart disease,485.0,8508.0,5.7005171603197,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,More than 10 years,45–64,Male,Heart disease,395.0,5176.0,7.63137557959814,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,More than 10 years,45–64,Female,Heart disease,90.0,3332.0,2.70108043217286,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,More than 10 years,65 and over,Persons,Heart disease,265.0,1255.0,21.1155378486055,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,More than 10 years,65 and over,Male,Heart disease,203.0,839.0,24.1954707985697,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bangladesh,More than 10 years,65 and over,Female,Heart disease,62.0,416.0,14.9038461538461,Bengali,Not specified,Southern and Central Asia,Southern Asia
Bhutan,0–10 years,00–44,Persons,Heart disease,27.0,8464.0,0.31899810964083,Tibetan,Not specified,Southern and Central Asia,Southern Asia
Bhutan,0–10 years,45–64,Persons,Heart disease,30.0,1310.0,2.29007633587786,Tibetan,Not specified,Southern and Central Asia,Southern Asia
Bhutan,0–10 years,65 and over,Persons,Heart disease,34.0,350.0,9.71428571428571,Tibetan,Not specified,Southern and Central Asia,Southern Asia
Bhutan,More than 10 years,65 and over,Persons,Heart disease,17.0,204.0,8.33333333333333,Tibetan,Not specified,Southern and Central Asia,Southern Asia
India,0–10 years,00–44,Persons,Heart disease,522.0,337179.0,0.15481391189842,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,0–10 years,00–44,Male,Heart disease,380.0,175043.0,0.2170895151477,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,0–10 years,00–44,Female,Heart disease,142.0,162136.0,0.08758079636848,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,0–10 years,45–64,Persons,Heart disease,587.0,23015.0,2.55051053660656,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,0–10 years,45–64,Male,Heart disease,411.0,11691.0,3.51552476263792,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,0–10 years,45–64,Female,Heart disease,176.0,11324.0,1.55422112327799,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,0–10 years,65 and over,Persons,Heart disease,1132.0,9871.0,11.4679363792928,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,0–10 years,65 and over,Male,Heart disease,714.0,4371.0,16.3349347975291,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,0–10 years,65 and over,Female,Heart disease,418.0,5500.0,7.6,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,More than 10 years,00–44,Persons,Heart disease,743.0,176143.0,0.42181636511243,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,More than 10 years,00–44,Male,Heart disease,574.0,103046.0,0.55703278147623,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,More than 10 years,00–44,Female,Heart disease,169.0,73097.0,0.23119963883606,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,More than 10 years,45–64,Persons,Heart disease,2965.0,75037.0,3.95138398390127,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,More than 10 years,45–64,Male,Heart disease,2338.0,41699.0,5.60684908510995,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,More than 10 years,45–64,Female,Heart disease,627.0,33338.0,1.88073669686243,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,More than 10 years,65 and over,Persons,Heart disease,5675.0,29963.0,18.9400260321062,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,More than 10 years,65 and over,Male,Heart disease,3707.0,14874.0,24.9226838779077,Kannada,Not specified,Southern and Central Asia,Southern Asia
India,More than 10 years,65 and over,Female,Heart disease,1968.0,15089.0,13.0426138246404,Kannada,Not specified,Southern and Central Asia,Southern Asia
Nepal,0–10 years,00–44,Persons,Heart disease,62.0,90731.0,0.06833386604357,Nepali,Not specified,Southern and Central Asia,Southern Asia
Nepal,0–10 years,45–64,Persons,Heart disease,33.0,1615.0,2.04334365325077,Nepali,Not specified,Southern and Central Asia,Southern Asia
Nepal,0–10 years,65 and over,Persons,Heart disease,34.0,514.0,6.6147859922179,Nepali,Not specified,Southern and Central Asia,Southern Asia
Nepal,More than 10 years,00–44,Persons,Heart disease,61.0,22380.0,0.27256478999106,Nepali,Not specified,Southern and Central Asia,Southern Asia
Nepal,More than 10 years,45–64,Persons,Heart disease,47.0,3446.0,1.36390017411491,Nepali,Not specified,Southern and Central Asia,Southern Asia
Nepal,More than 10 years,65 and over,Persons,Heart disease,30.0,246.0,12.1951219512195,Nepali,Not specified,Southern and Central Asia,Southern Asia
Pakistan,0–10 years,00–44,Persons,Heart disease,107.0,54890.0,0.19493532519584,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,0–10 years,00–44,Male,Heart disease,70.0,32116.0,0.21795989537925,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,0–10 years,00–44,Female,Heart disease,37.0,22774.0,0.16246596996575,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,0–10 years,45–64,Persons,Heart disease,130.0,3010.0,4.31893687707641,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,0–10 years,45–64,Male,Heart disease,96.0,1875.0,5.12,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,0–10 years,45–64,Female,Heart disease,34.0,1135.0,2.99559471365638,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,0–10 years,65 and over,Persons,Heart disease,142.0,694.0,20.4610951008645,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,0–10 years,65 and over,Male,Heart disease,76.0,306.0,24.8366013071895,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,0–10 years,65 and over,Female,Heart disease,66.0,388.0,17.0103092783505,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,More than 10 years,00–44,Persons,Heart disease,93.0,17102.0,0.54379604724593,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,More than 10 years,00–44,Male,Heart disease,71.0,10113.0,0.70206664689014,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,More than 10 years,00–44,Female,Heart disease,22.0,6989.0,0.31478036915152,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,More than 10 years,45–64,Persons,Heart disease,574.0,9042.0,6.34815306348153,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,More than 10 years,45–64,Male,Heart disease,470.0,5411.0,8.68600997967104,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,More than 10 years,45–64,Female,Heart disease,104.0,3631.0,2.86422473147893,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,More than 10 years,65 and over,Persons,Heart disease,449.0,2048.0,21.923828125,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,More than 10 years,65 and over,Male,Heart disease,318.0,1142.0,27.8458844133099,Balochi,Not specified,Southern and Central Asia,Southern Asia
Pakistan,More than 10 years,65 and over,Female,Heart disease,131.0,906.0,14.4591611479028,Balochi,Not specified,Southern and Central Asia,Southern Asia
Sri Lanka,0–10 years,00–44,Persons,Heart disease,106.0,40335.0,0.26279905789016,Sinhalese,Not specified,Southern and Central Asia,Southern Asia
Sri Lanka,0–10 years,00–44,Male,Heart disease,78.0,21076.0,0.3700892009869,Sinhalese,Not specified,Southern and Central Asia,Southern Asia
Sri Lanka,0–10 years,00–44,Female,Heart disease,28.0,19259.0,0.14538657251155,Sinhalese,Not specified,Southern and Central Asia,Southern Asia
