,Country of birth of person,Years spent in Australia,Age group,Sex,Long-term health condition (LTHC),Number of people reporting LTHC(s),Population,Age-specific percentage of population reporting LTHC(s),Language used at home,Proficiency in spoken English
40629,"Eastern Europe, nfd",Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,"Baltic, nfd",Very well or well
40630,"Eastern Europe, nfd",Not specified,45–64,Male,Stroke,0.0,0.0,0.0,"Baltic, nfd",Very well or well
40631,"Eastern Europe, nfd",Not specified,45–64,Female,Stroke,0.0,0.0,0.0,"Baltic, nfd",Very well or well
40632,"Eastern Europe, nfd",Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,"Baltic, nfd",Very well or well
40633,"Eastern Europe, nfd",Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,"Baltic, nfd",Very well or well
40634,"Eastern Europe, nfd",Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,"Baltic, nfd",Very well or well
40635,"Eastern Europe, nfd",Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,"Baltic, nfd",Not well or Not at all
40636,"Eastern Europe, nfd",Not specified,00–44,Male,Stroke,0.0,0.0,0.0,"Baltic, nfd",Not well or Not at all
40637,"Eastern Europe, nfd",Not specified,00–44,Female,Stroke,0.0,0.0,0.0,"Baltic, nfd",Not well or Not at all
40638,"Eastern Europe, nfd",Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,"Baltic, nfd",Not well or Not at all
40639,"Eastern Europe, nfd",Not specified,45–64,Male,Stroke,0.0,0.0,0.0,"Baltic, nfd",Not well or Not at all
40640,"Eastern Europe, nfd",Not specified,45–64,Female,Stroke,0.0,0.0,0.0,"Baltic, nfd",Not well or Not at all
40641,"Eastern Europe, nfd",Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,"Baltic, nfd",Not well or Not at all
40642,"Eastern Europe, nfd",Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,"Baltic, nfd",Not well or Not at all
40643,"Eastern Europe, nfd",Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,"Baltic, nfd",Not well or Not at all
40644,Latvia,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Latvian,Very well or well
40645,Latvia,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Latvian,Very well or well
40646,Latvia,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Latvian,Very well or well
40647,Latvia,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Latvian,Very well or well
40648,Latvia,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Latvian,Very well or well
40649,Latvia,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Latvian,Very well or well
40650,Latvia,Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,Latvian,Very well or well
40651,Latvia,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Latvian,Very well or well
40652,Latvia,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Latvian,Very well or well
40653,Latvia,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Latvian,Not well or Not at all
40654,Latvia,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Latvian,Not well or Not at all
40655,Latvia,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Latvian,Not well or Not at all
40656,Latvia,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Latvian,Not well or Not at all
40657,Latvia,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Latvian,Not well or Not at all
40658,Latvia,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Latvian,Not well or Not at all
40659,Latvia,Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,Latvian,Not well or Not at all
40660,Latvia,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Latvian,Not well or Not at all
40661,Latvia,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Latvian,Not well or Not at all
40662,Lithuania,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Lithuanian,Very well or well
40663,Lithuania,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Lithuanian,Very well or well
40664,Lithuania,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Lithuanian,Very well or well
40665,Lithuania,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Lithuanian,Very well or well
40666,Lithuania,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Lithuanian,Very well or well
40667,Lithuania,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Lithuanian,Very well or well
40668,Lithuania,Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,Lithuanian,Very well or well
40669,Lithuania,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Lithuanian,Very well or well
40670,Lithuania,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Lithuanian,Very well or well
40671,Lithuania,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Lithuanian,Not well or Not at all
40672,Lithuania,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Lithuanian,Not well or Not at all
40673,Lithuania,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Lithuanian,Not well or Not at all
40674,Lithuania,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Lithuanian,Not well or Not at all
40675,Lithuania,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Lithuanian,Not well or Not at all
40676,Lithuania,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Lithuanian,Not well or Not at all
40677,Lithuania,Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,Lithuanian,Not well or Not at all
40678,Lithuania,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Lithuanian,Not well or Not at all
40679,Lithuania,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Lithuanian,Not well or Not at all
40680,Hungary,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Hungarian,Very well or well
40681,Hungary,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Hungarian,Very well or well
40682,Hungary,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Hungarian,Very well or well
40683,Hungary,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Hungarian,Very well or well
40684,Hungary,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Hungarian,Very well or well
40685,Hungary,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Hungarian,Very well or well
40686,Hungary,Not specified,65 and over,Persons,Stroke,240.0,5226.0,4.592422503,Hungarian,Very well or well
40687,Hungary,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Hungarian,Very well or well
40688,Hungary,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Hungarian,Very well or well
40689,Hungary,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Hungarian,Not well or Not at all
40690,Hungary,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Hungarian,Not well or Not at all
40691,Hungary,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Hungarian,Not well or Not at all
40692,Hungary,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Hungarian,Not well or Not at all
40693,Hungary,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Hungarian,Not well or Not at all
40694,Hungary,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Hungarian,Not well or Not at all
40695,Hungary,Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,Hungarian,Not well or Not at all
40696,Hungary,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Hungarian,Not well or Not at all
40697,Hungary,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Hungarian,Not well or Not at all
40698,"Eastern Europe, nfd",Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Very well or well
40699,"Eastern Europe, nfd",Not specified,00–44,Male,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Very well or well
40700,"Eastern Europe, nfd",Not specified,00–44,Female,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Very well or well
40701,"Eastern Europe, nfd",Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Very well or well
40702,"Eastern Europe, nfd",Not specified,45–64,Male,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Very well or well
40703,"Eastern Europe, nfd",Not specified,45–64,Female,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Very well or well
40704,"Eastern Europe, nfd",Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Very well or well
40705,"Eastern Europe, nfd",Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Very well or well
40706,"Eastern Europe, nfd",Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Very well or well
40707,"Eastern Europe, nfd",Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Not well or Not at all
40708,"Eastern Europe, nfd",Not specified,00–44,Male,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Not well or Not at all
40709,"Eastern Europe, nfd",Not specified,00–44,Female,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Not well or Not at all
40710,"Eastern Europe, nfd",Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Not well or Not at all
40711,"Eastern Europe, nfd",Not specified,45–64,Male,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Not well or Not at all
40712,"Eastern Europe, nfd",Not specified,45–64,Female,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Not well or Not at all
40713,"Eastern Europe, nfd",Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Not well or Not at all
40714,"Eastern Europe, nfd",Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Not well or Not at all
40715,"Eastern Europe, nfd",Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,"East Slavic, nfd",Not well or Not at all
40716,Belarus,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Belorussian,Very well or well
40717,Belarus,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Belorussian,Very well or well
40718,Belarus,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Belorussian,Very well or well
40719,Belarus,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Belorussian,Very well or well
40720,Belarus,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Belorussian,Very well or well
40721,Belarus,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Belorussian,Very well or well
40722,Belarus,Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,Belorussian,Very well or well
40723,Belarus,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Belorussian,Very well or well
40724,Belarus,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Belorussian,Very well or well
40725,Belarus,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Belorussian,Not well or Not at all
40726,Belarus,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Belorussian,Not well or Not at all
40727,Belarus,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Belorussian,Not well or Not at all
40728,Belarus,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Belorussian,Not well or Not at all
40729,Belarus,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Belorussian,Not well or Not at all
40730,Belarus,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Belorussian,Not well or Not at all
40731,Belarus,Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,Belorussian,Not well or Not at all
40732,Belarus,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Belorussian,Not well or Not at all
40733,Belarus,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Belorussian,Not well or Not at all
40734,Russian Federation,Not specified,00–44,Persons,Stroke,19.0,28326.0,0.067076184,Russian,Very well or well
40735,Russian Federation,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Russian,Very well or well
40736,Russian Federation,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Russian,Very well or well
40737,Russian Federation,Not specified,45–64,Persons,Stroke,61.0,12306.0,0.495693158,Russian,Very well or well
40738,Russian Federation,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Russian,Very well or well
40739,Russian Federation,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Russian,Very well or well
40740,Russian Federation,Not specified,65 and over,Persons,Stroke,191.0,5684.0,3.360309641,Russian,Very well or well
40741,Russian Federation,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Russian,Very well or well
40742,Russian Federation,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Russian,Very well or well
40743,Russian Federation,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Russian,Not well or Not at all
40744,Russian Federation,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Russian,Not well or Not at all
40745,Russian Federation,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Russian,Not well or Not at all
40746,Russian Federation,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Russian,Not well or Not at all
40747,Russian Federation,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Russian,Not well or Not at all
40748,Russian Federation,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Russian,Not well or Not at all
40749,Russian Federation,Not specified,65 and over,Persons,Stroke,203.0,3920.0,5.178571429,Russian,Not well or Not at all
40750,Russian Federation,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Russian,Not well or Not at all
40751,Russian Federation,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Russian,Not well or Not at all
40752,Ukraine,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Ukrainian,Very well or well
40753,Ukraine,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Ukrainian,Very well or well
40754,Ukraine,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Ukrainian,Very well or well
40755,Ukraine,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Ukrainian,Very well or well
40756,Ukraine,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Ukrainian,Very well or well
40757,Ukraine,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Ukrainian,Very well or well
40758,Ukraine,Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,Ukrainian,Very well or well
40759,Ukraine,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Ukrainian,Very well or well
40760,Ukraine,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Ukrainian,Very well or well
40761,Ukraine,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Ukrainian,Not well or Not at all
40762,Ukraine,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Ukrainian,Not well or Not at all
40763,Ukraine,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Ukrainian,Not well or Not at all
40764,Ukraine,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Ukrainian,Not well or Not at all
40765,Ukraine,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Ukrainian,Not well or Not at all
40766,Ukraine,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Ukrainian,Not well or Not at all
40767,Ukraine,Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,Ukrainian,Not well or Not at all
40768,Ukraine,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Ukrainian,Not well or Not at all
40769,Ukraine,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Ukrainian,Not well or Not at all
40770,"South Eastern Europe, nfd",Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Very well or well
40771,"South Eastern Europe, nfd",Not specified,00–44,Male,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Very well or well
40772,"South Eastern Europe, nfd",Not specified,00–44,Female,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Very well or well
40773,"South Eastern Europe, nfd",Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Very well or well
40774,"South Eastern Europe, nfd",Not specified,45–64,Male,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Very well or well
40775,"South Eastern Europe, nfd",Not specified,45–64,Female,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Very well or well
40776,"South Eastern Europe, nfd",Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Very well or well
40777,"South Eastern Europe, nfd",Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Very well or well
40778,"South Eastern Europe, nfd",Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Very well or well
40779,"South Eastern Europe, nfd",Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Not well or Not at all
40780,"South Eastern Europe, nfd",Not specified,00–44,Male,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Not well or Not at all
40781,"South Eastern Europe, nfd",Not specified,00–44,Female,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Not well or Not at all
40782,"South Eastern Europe, nfd",Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Not well or Not at all
40783,"South Eastern Europe, nfd",Not specified,45–64,Male,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Not well or Not at all
40784,"South Eastern Europe, nfd",Not specified,45–64,Female,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Not well or Not at all
40785,"South Eastern Europe, nfd",Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Not well or Not at all
40786,"South Eastern Europe, nfd",Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Not well or Not at all
40787,"South Eastern Europe, nfd",Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,"South Slavic, nfd",Not well or Not at all
40788,Bosnia and Herzegovina,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Bosnian,Very well or well
40789,Bosnia and Herzegovina,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Bosnian,Very well or well
40790,Bosnia and Herzegovina,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Bosnian,Very well or well
40791,Bosnia and Herzegovina,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Bosnian,Very well or well
40792,Bosnia and Herzegovina,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Bosnian,Very well or well
40793,Bosnia and Herzegovina,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Bosnian,Very well or well
40794,Bosnia and Herzegovina,Not specified,65 and over,Persons,Stroke,42.0,1250.0,3.36,Bosnian,Very well or well
40795,Bosnia and Herzegovina,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Bosnian,Very well or well
40796,Bosnia and Herzegovina,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Bosnian,Very well or well
40797,Bosnia and Herzegovina,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Bosnian,Not well or Not at all
40798,Bosnia and Herzegovina,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Bosnian,Not well or Not at all
40799,Bosnia and Herzegovina,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Bosnian,Not well or Not at all
40800,Bosnia and Herzegovina,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Bosnian,Not well or Not at all
40801,Bosnia and Herzegovina,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Bosnian,Not well or Not at all
40802,Bosnia and Herzegovina,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Bosnian,Not well or Not at all
40803,Bosnia and Herzegovina,Not specified,65 and over,Persons,Stroke,90.0,1379.0,6.526468455,Bosnian,Not well or Not at all
40804,Bosnia and Herzegovina,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Bosnian,Not well or Not at all
40805,Bosnia and Herzegovina,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Bosnian,Not well or Not at all
40806,Bulgaria,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Bulgarian,Very well or well
40807,Bulgaria,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Bulgarian,Very well or well
40808,Bulgaria,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Bulgarian,Very well or well
40809,Bulgaria,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Bulgarian,Very well or well
40810,Bulgaria,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Bulgarian,Very well or well
40811,Bulgaria,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Bulgarian,Very well or well
40812,Bulgaria,Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,Bulgarian,Very well or well
40813,Bulgaria,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Bulgarian,Very well or well
40814,Bulgaria,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Bulgarian,Very well or well
40815,Bulgaria,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Bulgarian,Not well or Not at all
40816,Bulgaria,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Bulgarian,Not well or Not at all
40817,Bulgaria,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Bulgarian,Not well or Not at all
40818,Bulgaria,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Bulgarian,Not well or Not at all
40819,Bulgaria,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Bulgarian,Not well or Not at all
40820,Bulgaria,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Bulgarian,Not well or Not at all
40821,Bulgaria,Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,Bulgarian,Not well or Not at all
40822,Bulgaria,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Bulgarian,Not well or Not at all
40823,Bulgaria,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Bulgarian,Not well or Not at all
40824,Croatia,Not specified,00–44,Persons,Stroke,20.0,16147.0,0.123862018,Croatian,Very well or well
40825,Croatia,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Croatian,Very well or well
40826,Croatia,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Croatian,Very well or well
40827,Croatia,Not specified,45–64,Persons,Stroke,126.0,14335.0,0.878967562,Croatian,Very well or well
40828,Croatia,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Croatian,Very well or well
40829,Croatia,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Croatian,Very well or well
40830,Croatia,Not specified,65 and over,Persons,Stroke,701.0,15026.0,4.665246905,Croatian,Very well or well
40831,Croatia,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Croatian,Very well or well
40832,Croatia,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Croatian,Very well or well
40833,Croatia,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Croatian,Not well or Not at all
40834,Croatia,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Croatian,Not well or Not at all
40835,Croatia,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Croatian,Not well or Not at all
40836,Croatia,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Croatian,Not well or Not at all
40837,Croatia,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Croatian,Not well or Not at all
40838,Croatia,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Croatian,Not well or Not at all
40839,Croatia,Not specified,65 and over,Persons,Stroke,0.0,0.0,0.0,Croatian,Not well or Not at all
40840,Croatia,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Croatian,Not well or Not at all
40841,Croatia,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Croatian,Not well or Not at all
40842,North Macedonia,Not specified,00–44,Persons,Stroke,30.0,26206.0,0.114477601,Macedonian,Very well or well
40843,North Macedonia,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Macedonian,Very well or well
40844,North Macedonia,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Macedonian,Very well or well
40845,North Macedonia,Not specified,45–64,Persons,Stroke,138.0,16883.0,0.817390274,Macedonian,Very well or well
40846,North Macedonia,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Macedonian,Very well or well
40847,North Macedonia,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Macedonian,Very well or well
40848,North Macedonia,Not specified,65 and over,Persons,Stroke,418.0,10849.0,3.852889667,Macedonian,Very well or well
40849,North Macedonia,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Macedonian,Very well or well
40850,North Macedonia,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Macedonian,Very well or well
40851,North Macedonia,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Macedonian,Not well or Not at all
40852,North Macedonia,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Macedonian,Not well or Not at all
40853,North Macedonia,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Macedonian,Not well or Not at all
40854,North Macedonia,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Macedonian,Not well or Not at all
40855,North Macedonia,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Macedonian,Not well or Not at all
40856,North Macedonia,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Macedonian,Not well or Not at all
40857,North Macedonia,Not specified,65 and over,Persons,Stroke,497.0,7519.0,6.609921532,Macedonian,Not well or Not at all
40858,North Macedonia,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Macedonian,Not well or Not at all
40859,North Macedonia,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Macedonian,Not well or Not at all
40860,Serbia,Not specified,00–44,Persons,Stroke,23.0,25235.0,0.091143253,Serbian,Very well or well
40861,Serbia,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Serbian,Very well or well
40862,Serbia,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Serbian,Very well or well
40863,Serbia,Not specified,45–64,Persons,Stroke,135.0,13736.0,0.98281887,Serbian,Very well or well
40864,Serbia,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Serbian,Very well or well
40865,Serbia,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Serbian,Very well or well
40866,Serbia,Not specified,65 and over,Persons,Stroke,323.0,7484.0,4.315873864,Serbian,Very well or well
40867,Serbia,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Serbian,Very well or well
40868,Serbia,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Serbian,Very well or well
40869,Serbia,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Serbian,Not well or Not at all
40870,Serbia,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Serbian,Not well or Not at all
40871,Serbia,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Serbian,Not well or Not at all
40872,Serbia,Not specified,45–64,Persons,Stroke,0.0,0.0,0.0,Serbian,Not well or Not at all
40873,Serbia,Not specified,45–64,Male,Stroke,0.0,0.0,0.0,Serbian,Not well or Not at all
40874,Serbia,Not specified,45–64,Female,Stroke,0.0,0.0,0.0,Serbian,Not well or Not at all
40875,Serbia,Not specified,65 and over,Persons,Stroke,350.0,5255.0,6.660323501,Serbian,Not well or Not at all
40876,Serbia,Not specified,65 and over,Male,Stroke,0.0,0.0,0.0,Serbian,Not well or Not at all
40877,Serbia,Not specified,65 and over,Female,Stroke,0.0,0.0,0.0,Serbian,Not well or Not at all
40878,Slovenia,Not specified,00–44,Persons,Stroke,0.0,0.0,0.0,Slovene,Very well or well
40879,Slovenia,Not specified,00–44,Male,Stroke,0.0,0.0,0.0,Slovene,Very well or well
40880,Slovenia,Not specified,00–44,Female,Stroke,0.0,0.0,0.0,Slovene,Very well or well
